Company,ProductName,TypeName,ScreenResolution,Cpu,Memory,Gpu,OpSys,Ram,Weight,Inches,Price_euros
Dell,XPS 13,Ultrabook,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 - 7200 2.5GHz,128GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.29kg,13.3,899
Lenovo,V510-15IKB (i5-7200U/8GB/256GB/FHD/No,Notebook,IPS Panel Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,No OS,8GB,2.3kg,15.6,573
Lenovo,ThinkPad E570,Notebook,IPS Panel Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,1000GB HDD,Intel HD Graphics 620,Windows 10,8GB,2.3kg,15.6,850.66
HP,Envy 13-AD007nv,Notebook,IPS Panel Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,4GB,1.32kg,13.3,699
Lenovo,IdeaPad 720S-13IKB,Notebook,IPS Panel Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.1kg,13.3,999
Toshiba,Satellite Pro,Notebook,IPS Panel Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,2.0kg,15.6,943
Lenovo,ThinkPad L470,Notebook,IPS Panel Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.9kg,14,938
Toshiba,Portege X30-D-10J,Notebook,IPS Panel Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.05kg,13.3,1672
Lenovo,ThinkPad L570,Notebook,IPS Panel Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,2.3kg,15.6,911
Toshiba,Tecra Z50-D-10E,Notebook,IPS Panel Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,2.0kg,15.6,1258
Toshiba,Satellite Pro,Notebook,IPS Panel Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.5kg,13.3,973
Lenovo,ThinkPad 13,Notebook,IPS Panel Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.44kg,13.3,960
Acer,TMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD/W10),Notebook,IPS Panel Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.56kg,14,902
HP,ENVY -,Notebook,IPS Panel Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.34kg,13.3,1189
HP,Spectre 13-V100nv,Notebook,IPS Panel Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.11kg,13.3,1149
Lenovo,ThinkPad T570,Notebook,IPS Panel Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.95kg,15.6,1390
Toshiba,Satellite Pro,Notebook,IPS Panel Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,500GB HDD,Intel HD Graphics 620,Windows 10,8GB,2.0kg,15.6,860
Toshiba,Tecra A50-D-11M,Notebook,IPS Panel Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,500GB HDD,Intel HD Graphics 620,Windows 10,8GB,2.0kg,15.6,1064
Lenovo,ThinkPad T570,Notebook,IPS Panel Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,512GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.95kg,15.6,1962.99
Lenovo,ThinkPad X1,Ultrabook,IPS Panel Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB Flash Storage,Intel HD Graphics 620,Windows 10,8GB,1.13kg,14,1875
Lenovo,ThinkPad X270,Ultrabook,IPS Panel Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.36kg,12.5,1429
Lenovo,ThinkPad T470s,Ultrabook,IPS Panel Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.32kg,14,1499
Lenovo,ThinkPad T470s,Ultrabook,IPS Panel Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.32kg,14,1799
Huawei,MateBook X,Ultrabook,IPS Panel Full HD / 2160x1440,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.05kg,13,1349
Asus,Zenbook UX330UA-AH5Q,Ultrabook,IPS Panel Quad HD+ / 3200x1800,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.2kg,13.3,1129
HP,Pavilion X360,2 in 1 Convertible,IPS Panel Touchscreen 1366x768,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.58kg,13.3,836.6
Lenovo,ThinkPad X1,2 in 1 Convertible,IPS Panel Touchscreen 2560x1440,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.42kg,14,2330
Dell,XPS 13,Ultrabook,Quad HD+ / Touchscreen / 3200x1800,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.29kg,13.3,1624
Asus,ZenBook UX310UA-FB485T,Notebook,Quad HD+ / 3200x1800,Intel Core i5 - 7200 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.4kg,13.3,1150
Dell,Latitude 5480,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,128GB SSD,Intel HD Graphics 620 ,Windows 10,8GB,1.6kg,14,1119
Asus,VivoBook Max,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,1000GB HDD,Nvidia GeForce 920,Linux,4GB,2.1kg,15.6,519
Acer,Aspire F5-573G-510L,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,1000GB HDD,Nvidia GeForce GTX M 950,Windows 10,12GB,2.4kg,15.6,1009
Acer,Aspire F5-573G,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Nvidia GeForce GTX M 950,Windows 10,8GB,2.4kg,15.6,799
Asus,K756UX-T4340T (i5-7200U/8GB/500GB,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Nvidia GeForce GTX M 950,Windows 10,8GB,2.69kg,17.3,891
Lenovo,IdeaPad 320-17IKB,Notebook,1600x900,Intel Core i5 - 7200 2.5GHz,1000GB HDD,Nvidia GeForce GTX MX 940,No OS,8GB,2.8kg,17.3,589
Lenovo,IdeaPad 320-17IKB,Notebook,1600x900,Intel Core i5 - 7200 2.5GHz,1000GB HDD,Nvidia GeForce GTX MX 940,Windows 10,6GB,2.8kg,17.3,719
Lenovo,IdeaPad 310-15IKB,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,1000GB HDD,Nvidia GeForce M 920,Windows 10,4GB,2.4kg,15.6,609
Xiaomi,Mi Notebook,Ultrabook,IPS Panel Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Nvidia GeForce MX 150,No OS,8GB,1.3kg,13.3,999.9
Lenovo,IdeaPad 320-17IKB,Notebook,1600x900,Intel Core i5 - 7200 2.5GHz,1000GB HDD,Nvidia GeForce MX 920,Windows 10,4GB,2.79kg,17.3,589
Lenovo,IdeaPad 320-15IKBN,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,1000GB HDD,Nvidia GeForce MX 920,No OS,4GB,2.2kg,15.6,499
Lenovo,IdeaPad 310-15IKB,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Nvidia GeForce MX 920,Windows 10,6GB,2.4kg,15.6,695
Lenovo,Thinkpad E470,Notebook,IPS Panel Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Nvidia GeForce MX 920,Windows 10,8GB,1.87kg,14,857.07
Asus,Vivobook X541UV-DM1217T,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Nvidia GeForce MX 920,Windows 10,8GB,2kg,15.6,769
HP,ProBook 470,Notebook,1600x900,Intel Core i5 - 7200 2.5GHz,1000GB HDD,Nvidia GeForce MX 930,Windows 10,8GB,2.63kg,17.3,910
HP,Probook 450,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Nvidia GeForce MX 930,Windows 10,8GB,2.04kg,15.6,889
HP,ProBook 440,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Nvidia GeForce MX 930,Windows 10,8GB,1.64kg,14,1049.26
HP,Probook 470,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Nvidia GeForce MX 930,Windows 10,8GB,2.63kg,17.3,1080
Asus,X542UQ-GO005 (i5-7200U/8GB/1TB/GeForce,Notebook,1366x768,Intel Core i5 - 7200 2.5GHz,1000GB HDD,Nvidia GeForce MX 940,Linux,8GB,2.3kg,15.6,522.99
Lenovo,IdeaPad 320-15IKBN,Notebook,1366x768,Intel Core i5 - 7200 2.5GHz,2TB HDD,Nvidia GeForce MX 940,No OS,8GB,2.2kg,15.6,549
Lenovo,IdeaPad 320-15IKBN,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Nvidia GeForce MX 940,No OS,8GB,2.2kg,15.6,629
Lenovo,IdeaPad 320-15IKB,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,1000GB HDD,Nvidia GeForce MX 940,Windows 10,8GB,2.3kg,15.6,819
Dell,Vostro 5568,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,1000GB HDD,Nvidia GeForce MX 940,Windows 10,4GB,2.18kg,15.6,912.5
Acer,Aspire E5-576G,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,1000GB HDD,Nvidia GeForce MX 940,Windows 10,4GB,2.23kg,15.6,616
Acer,Aspire E5-576G,Notebook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Nvidia GeForce MX 940,Windows 10,4GB,2.23kg,15.6,691
Asus,VivoBook S15,Ultrabook,Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Nvidia GeForce MX 940,Windows 10,8GB,1.7kg,15.6,977
HP,Pavilion 14-BK001nv,Notebook,IPS Panel Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Nvidia GeForce MX 940,Windows 10,6GB,1.58kg,14,659
Lenovo,IdeaPad 720S-14IKB,Notebook,IPS Panel Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Nvidia GeForce MX 940,Windows 10,8GB,1.5kg,14,1099
Lenovo,Thinkpad E570,Notebook,IPS Panel Full HD / 1920x1080,Intel Core i5 - 7200 2.5GHz,256GB SSD,Nvidia GeForce MX 940,Windows 10,8GB,2.3kg,15.6,1011.99
HP,Probook 450,Notebook,IPS Panel Full HD / 1920x1080,Intel Core i5 - 7200 2.70GHz,1000GB HDD,Nvidia GeForce MX 930,Windows 10,8GB,2.04kg,15.6,979
Dell,Inspiron 5578,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 - 7200 2.7GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,2.3kg,15.6,1094
Lenovo,Thinkpad T470p,Notebook,IPS Panel Full HD / 1920x1080,Intel Core i5 7300 2.5GHz,256GB SSD,Intel HD Graphics 630,Windows 10,8GB,1.7kg,14,1474
Dell,XPS 15,Notebook,4K Ultra HD / Touchscreen / 3840x2160,Intel Core i5 7300 2.5GHz,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,8GB,2.06kg,15.6,1749
Acer,Aspire 7,Gaming,Full HD / 1920x1080,Intel Core i5 7300 2.5GHz,1000GB HDD,Nvidia GeForce GTX 1050,Linux,8GB,2.4kg,15.6,798
Acer,A715-71G-59DH (i5-7300HQ/8GB/1TB/GeForce,Gaming,Full HD / 1920x1080,Intel Core i5 7300 2.5GHz,1000GB HDD,Nvidia GeForce GTX 1050,Linux,8GB,2.4kg,15.6,709
Dell,Inspiron 7567,Gaming,Full HD / 1920x1080,Intel Core i5 7300 2.5GHz,1000GB Hybrid,Nvidia GeForce GTX 1050,Windows 10,8GB,2.65kg,15.6,949
MSI,GL72M 7RDX,Gaming,Full HD / 1920x1080,Intel Core i5 7300 2.5GHz,1000GB HDD,Nvidia GeForce GTX 1050,Windows 10,8GB,2.7kg,17.3,1095
Asus,FX753VD-GC086T (i5-7300HQ/8GB/1TB,Gaming,Full HD / 1920x1080,Intel Core i5 7300 2.5GHz,1000GB HDD,Nvidia GeForce GTX 1050,Windows 10,8GB,3kg,17.3,938
MSI,GL62M (i5-7300HQ/8GB/1TB,Gaming,Full HD / 1920x1080,Intel Core i5 7300 2.5GHz,1000GB HDD,Nvidia GeForce GTX 1050,Windows 10,8GB,2.2kg,15.6,1089
Asus,Rog GL753VD-GC082T,Gaming,Full HD / 1920x1080,Intel Core i5 7300 2.5GHz,1000GB HDD,Nvidia GeForce GTX 1050,Windows 10,12GB,2.2kg,17.3,1369.9
MSI,GL62M 7RD,Gaming,Full HD / 1920x1080,Intel Core i5 7300 2.5GHz,1000GB HDD,Nvidia GeForce GTX 1050,Windows 10,8GB,2.2kg,15.6,1119.91
Dell,Inspiron 7577,Gaming,Full HD / 1920x1080,Intel Core i5 7300 2.5GHz,1000GB HDD,Nvidia GeForce GTX 1050,Windows 10,8GB,2.65kg,15.6,999
Dell,Inspiron 5577,Gaming,Full HD / 1920x1080,Intel Core i5 7300 2.5GHz,1000GB HDD,Nvidia GeForce GTX 1050,Windows 10,8GB,2.56kg,15.6,819
Dell,Inspiron 5577,Gaming,Full HD / 1920x1080,Intel Core i5 7300 2.5GHz,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,8GB,2.56kg,15.6,879
MSI,GV62 7RD-1686NL,Gaming,Full HD / 1920x1080,Intel Core i5 7300 2.5GHz,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,8GB,2.2kg,15.6,1027.74
MSI,GV62M 7RD,Gaming,Full HD / 1920x1080,Intel Core i5 7300 2.5GHz,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,8GB,2.2kg,15.6,997.9
Dell,Inspiron 7567,Gaming,Full HD / 1920x1080,Intel Core i5 7300 2.5GHz,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,8GB,2.62kg,15.6,985
MSI,GL62M 7RD,Gaming,Full HD / 1920x1080,Intel Core i5 7300 2.5GHz,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,8GB,2.4kg,15.6,1199
Asus,FX553VD-DM627T (i5-7300HQ/8GB/1TB,Notebook,Full HD / 1920x1080,Intel Core i5 7300 2.5GHz,1000GB HDD,Nvidia GeForce GTX 1050,Windows 10,8GB,2.5kg,15.6,839
Asus,VivoBook Pro,Notebook,Full HD / 1920x1080,Intel Core i5 7300 2.5GHz,1000GB HDD,Nvidia GeForce GTX 1050,Windows 10,8GB,1.99kg,15.6,906.62
Lenovo,Legion Y520-15IKBN,Gaming,IPS Panel Full HD / 1920x1080,Intel Core i5 7300 2.5GHz,1000GB HDD,Nvidia GeForce GTX 1050,No OS,8GB,2.4kg,15.6,809
Lenovo,Legion Y520-15IKBN,Gaming,IPS Panel Full HD / 1920x1080,Intel Core i5 7300 2.5GHz,1000GB HDD,Nvidia GeForce GTX 1050,No OS,8GB,2.5kg,15.6,1017
Lenovo,Legion Y520-15IKBN,Gaming,IPS Panel Full HD / 1920x1080,Intel Core i5 7300 2.5GHz,256GB SSD,Nvidia GeForce GTX 1050,No OS,8GB,2.4kg,15.6,779
Lenovo,Legion Y520-15IKBN,Gaming,IPS Panel Full HD / 1920x1080,Intel Core i5 7300 2.5GHz,1000GB HDD,Nvidia GeForce GTX 1050,Windows 10,8GB,2.5kg,15.6,999
Lenovo,Legion Y520-15IKBN,Gaming,IPS Panel Full HD / 1920x1080,Intel Core i5 7300 2.5GHz,1000GB HDD,Nvidia GeForce GTX 1050,Windows 10,8GB,2.4kg,15.6,819
Acer,Nitro AN515-51,Gaming,IPS Panel Full HD / 1920x1080,Intel Core i5 7300 2.5GHz,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,8GB,2.5kg,15.6,846
Lenovo,Legion Y520-15IKBN,Gaming,IPS Panel Full HD / 1920x1080,Intel Core i5 7300 2.5GHz,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,8GB,2.5kg,15.6,829
HP,15-cb003na (i5-7300HQ/8GB/1TB,Notebook,IPS Panel Full HD / 1920x1080,Intel Core i5 7300 2.5GHz,1000GB HDD,Nvidia GeForce GTX 1050,Windows 10,8GB,2.2kg,15.6,1099
Dell,Alienware 15,Gaming,Full HD / 1920x1080,Intel Core i5 7300 2.5GHz,1000GB HDD,Nvidia GeForce GTX 1060,Windows 10,16GB,3.21kg,15.6,2051
Dell,Inspiron 7577,Gaming,Full HD / 1920x1080,Intel Core i5 7300 2.5GHz,256GB SSD,Nvidia GeForce GTX 1060,Windows 10,8GB,2.65kg,15.6,1195
Lenovo,Legion Y520-15IKBN,Gaming,IPS Panel Full HD / 1920x1080,Intel Core i5 7300 2.5GHz,1000GB HDD,Nvidia GeForce GTX 1060,No OS,8GB,2.4kg,15.6,989
Asus,ROG Strix,Gaming,IPS Panel Full HD / 1920x1080,Intel Core i5 7300 2.5GHz,1000GB HDD,Nvidia GeForce GTX 1060,Windows 10,8GB,2.3kg,15.6,1649
Asus,ROG Strix,Gaming,IPS Panel Full HD / 1920x1080,Intel Core i5 7300 2.5GHz,1000GB HDD,Nvidia GeForce GTX 1060,Windows 10,8GB,2.73kg,17.3,1770
Acer,Aspire VX5-591G,Gaming,Full HD / 1920x1080,Intel Core i5 7300 2.5GHz,256GB SSD,Nvidia GeForce GTX Ti 1050,Windows 10,16GB,2.5kg,15.6,1299
HP,EliteBook 850,Notebook,Full HD / 1920x1080,Intel Core i5 7300 2.6GHz,256GB SSD,AMD Radeon R7 465,Windows 10,8GB,1.84kg,15.6,1349
HP,EliteBook 820,Netbook,1366x768,Intel Core i5 7300 2.6GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.26kg,12.5,1389
Dell,Latitude 5580,Notebook,1366x768,Intel Core i5 7300 2.6GHz,500GB HDD,Intel HD Graphics 620,Linux,4GB,1.93kg,15.6,869
HP,ProBook 650,Notebook,1366x768,Intel Core i5 7300 2.6GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,2.31kg,14,1124
Dell,Latitude 5580,Notebook,1366x768,Intel Core i5 7300 2.6GHz,500GB HDD,Intel HD Graphics 620,Windows 10,4GB,1.93kg,15.6,959
Dell,Latitude 5580,Notebook,1366x768,Intel Core i5 7300 2.6GHz,500GB HDD,Intel HD Graphics 620,Windows 10,8GB,1.9kg,15.6,1008.52
HP,EliteBook 840,Notebook,Full HD / 1920x1080,Intel Core i5 7300 2.6GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.48kg,14,1268
Dell,Latitude 7480,Notebook,Full HD / 1920x1080,Intel Core i5 7300 2.6GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.36kg,14,1427
Dell,Latitude 5480,Notebook,Full HD / 1920x1080,Intel Core i5 7300 2.6GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.64kg,14,1279.73
Dell,Latitude 5580,Notebook,Full HD / 1920x1080,Intel Core i5 7300 2.6GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.9kg,15.6,1179
Dell,Latitude 5580,Notebook,Full HD / 1920x1080,Intel Core i5 7300 2.6GHz,500GB HDD,Intel HD Graphics 620,Windows 10,8GB,1.9kg,15.6,935
Dell,Latitude 5580,Notebook,Full HD / 1920x1080,Intel Core i5 7300 2.6GHz,512GB SSD,Intel HD Graphics 620,Windows 10,16GB,1.93kg,15.6,1426.66
Lenovo,ThinkPad T470s,Notebook,IPS Panel Full HD / 1920x1080,Intel Core i5 7300 2.6GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.32kg,14,1650
Lenovo,ThinkPad X270,Ultrabook,IPS Panel Full HD / 1920x1080,Intel Core i5 7300 2.6GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.36kg,12.5,1760
Dell,Latitude 5580,Notebook,Full HD / 1920x1080,Intel Core i5 7440 2.8GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.9kg,15.6,1377
Dell,Latitude 5480,Notebook,Full HD / 1920x1080,Intel Core i5 7440 2.8GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.6kg,14,1205
Dell,Latitude 5480,Notebook,Full HD / 1920x1080,Intel Core i5 7440 2.8GHz,256GB SSD,Nvidia GeForce MX 930,Linux,8GB,1.64kg,14,1089
Dell,Latitude 5480,Notebook,Full HD / 1920x1080,Intel Core i5 7440 2.8GHz,256GB SSD,Nvidia GeForce MX 930,Windows 10,8GB,1.64kg,14,1179
HP,ZBook 17,Workstation,1600x900,Intel Core i5 7440 2.8GHz,500GB HDD,Nvidia Quadro M 1200,Windows 10,8GB,3.14kg,17.3,1860.99
HP,EliteBook 840,Ultrabook,Full HD / 1920x1080,Intel Core i5 7500 2.7GHz,256GB SSD,Intel HD Graphics 620,Windows 10,4GB,1.48kg,14,1082
Dell,Inspiron 3576,Notebook,Full HD / 1920x1080,Intel Core i5 8250 1.6GHz,1000GB HDD,AMD Radeon 520,Linux,8GB,2.2kg,15.6,647
Dell,Inspiron 3576,Notebook,Full HD / 1920x1080,Intel Core i5 8250 1.6GHz,256GB SSD,AMD Radeon 520,Linux,8GB,2.2kg,15.6,677.35
Dell,Inspiron 3576,Notebook,Full HD / 1920x1080,Intel Core i5 8250 1.6GHz,1000GB HDD,AMD Radeon 520,Windows 10,8GB,2.2kg,15.6,675
HP,15-BS103nv (i5-8250U/6GB/256GB/Radeon,Notebook,Full HD / 1920x1080,Intel Core i5 8250 1.6GHz,256GB SSD,AMD Radeon 520,Windows 10,6GB,1.91kg,15.6,619
Dell,Inspiron 3576,Notebook,Full HD / 1920x1080,Intel Core i5 8250 1.6GHz,256GB SSD,AMD Radeon 520,Windows 10,8GB,2.13kg,15.6,728
Dell,Inspiron 5570,Notebook,Full HD / 1920x1080,Intel Core i5 8250 1.6GHz,1000GB HDD,AMD Radeon 530,Windows 10,8GB,2.33kg,15.6,844
Dell,Inspiron 5770,Notebook,Full HD / 1920x1080,Intel Core i5 8250 1.6GHz,1000GB HDD,AMD Radeon 530,Windows 10,8GB,2.8kg,17.3,1085
Dell,Inspiron 5570,Notebook,Full HD / 1920x1080,Intel Core i5 8250 1.6GHz,1000GB HDD,AMD Radeon 530,Windows 10,8GB,2.2kg,15.6,719
Dell,Inspiron 5570,Notebook,Full HD / 1920x1080,Intel Core i5 8250 1.6GHz,1000GB HDD,AMD Radeon 530,Windows 10,4GB,2.2kg,15.6,776
Dell,Inspiron 5570,Notebook,Full HD / 1920x1080,Intel Core i5 8250 1.6GHz,256GB SSD,AMD Radeon 530,Windows 10,8GB,2.2kg,15.6,800
Dell,Inspiron 5570,Notebook,Full HD / 1920x1080,Intel Core i5 8250 1.6GHz,256GB SSD,AMD Radeon 530,Windows 10,4GB,2.2kg,15.6,749
Dell,Inspiron 5570,Notebook,Full HD / 1920x1080,Intel Core i5 8250 1.6GHz,256GB SSD,AMD Radeon 530,Windows 10,8GB,2.2kg,15.6,797.41
Dell,Inspiron 5570,Notebook,Full HD / 1920x1080,Intel Core i5 8250 1.6GHz,2TB HDD,AMD Radeon 530,Windows 10,8GB,2.02kg,15.6,759
Dell,Inspiron 5570,Ultrabook,Full HD / 1920x1080,Intel Core i5 8250 1.6GHz,1000GB HDD,AMD Radeon 530,Windows 10,8GB,1.9kg,15.6,663
Dell,Inspiron 5770,Notebook,IPS Panel Full HD / 1920x1080,Intel Core i5 8250 1.6GHz,1000GB HDD,AMD Radeon 530,Linux,8GB,2.8kg,17.3,889
Dell,Inspiron 5770,Notebook,IPS Panel Full HD / 1920x1080,Intel Core i5 8250 1.6GHz,1000GB HDD,AMD Radeon 530,Windows 10,8GB,2.8kg,17.3,979
Dell,Inspiron 5370,Ultrabook,IPS Panel Full HD / 1920x1080,Intel Core i5 8250 1.6GHz,256GB SSD,AMD Radeon 530,Windows 10,4GB,1.4kg,13.3,818.35
Lenovo,ThinkPad E480,Notebook,IPS Panel Full HD / 1920x1080,Intel Core i5 8250 1.6GHz,256GB SSD,AMD Radeon RX 550,Windows 10,8GB,1.75kg,14,1116.02
Lenovo,ThinkPad E580,Notebook,IPS Panel Full HD / 1920x1080,Intel Core i5 8250 1.6GHz,256GB SSD,AMD Radeon RX 550,Windows 10,8GB,2.1kg,15.6,1144.5
Asus,ZenBook Flip,2 in 1 Convertible,Full HD / Touchscreen / 1920x1080,Intel Core i5 8250 1.6GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.1kg,13.3,1315
HP,ProBook 440,Notebook,Full HD / 1920x1080,Intel Core i5 8250 1.6GHz,256GB SSD,Intel HD Graphics 620,Windows 10,8GB,1.63kg,14,860
Lenovo,V330-15IKB (i5-8250U/4GB/500GB/FHD/W10),Notebook,Full HD / 1920x1080,Intel Core i5 8250 1.6GHz,500GB HDD,Intel HD Graphics 620,Windows 10,4GB,2.05kg,15.6,685
HP,ProBook 450,Notebook,IPS Panel Full HD / 1920x1080,Intel Core i5 8250 1.6GHz,500GB HDD,Intel HD Graphics 620,Windows 10,4GB,2.1kg,15.6,722
Dell,Inspiron 5379,2 in 1 Convertible,Full HD / Touchscreen / 1920x1080,Intel Core i5 8250 1.6GHz,1000GB HDD,Intel UHD Graphics 620,Windows 10,8GB,1.55kg,13.3,659
Dell,Inspiron 5379,2 in 1 Convertible,Full HD / Touchscreen / 1920x1080,Intel Core i5 8250 1.6GHz,256GB SSD,Intel UHD Graphics 620,Windows 10,8GB,1.62kg,13.3,819
Dell,Inspiron 5579,2 in 1 Convertible,Full HD / Touchscreen / 1920x1080,Intel Core i5 8250 1.6GHz,256GB SSD,Intel UHD Graphics 620,Windows 10,8GB,2.67kg,15.6,799
Dell,Latitude 7390,Ultrabook,Full HD / Touchscreen / 1920x1080,Intel Core i5 8250 1.6GHz,256GB SSD,Intel UHD Graphics 620,Windows 10,8GB,1.42kg,13.3,1841.85
HP,Probook 440,Notebook,Full HD / 1920x1080,Intel Core i5 8250 1.6GHz,1000GB HDD,Intel UHD Graphics 620,Windows 10,8GB,1.63kg,14,812
HP,ProBook 450,Notebook,Full HD / 1920x1080,Intel Core i5 8250 1.6GHz,1000GB HDD,Intel UHD Graphics 620,Windows 10,8GB,2.1kg,15.6,794
Asus,UX410UA-GV350T (i5-8250U/8GB/256GB/FHD/W10),Notebook,Full HD / 1920x1080,Intel Core i5 8250 1.6GHz,256GB SSD,Intel UHD Graphics 620,Windows 10,8GB,1.4kg,14,941
